trans_id,lang,translation
רמב"ם/הרצוג,AR,رامبام/هَرتسوغ
רמב"ם/הרצל,AR,رَمْبام/هرتسل
רמב"ם/הרצל,EN,Rambam/Herzl
רמב"ם/הרצל,HE,רמב"ם/הרצל
רמב"ם/ויצמן,EN,Rambam/Weizmann
רמב"ם/ויצמן,HE,רמב"ם/ויצמן
רמב"ם/ויצמן,AR,رامبام/فايتسمَن
רמב"ם/זבוטינסקי,EN,Rambam/Jabotinsky
רמב"ם/זבוטינסקי,HE,רמב"ם/זבוטינסקי
רמב"ם/זבוטינסקי,AR,رامبام/جابوتنسكي
רמב"ם/מוצקין,EN,Rambam/Motskin
רמב"ם/מוצקין,HE,רמב"ם/מוצקין
רמב"ם/מוצקין,AR,رامبام/موتسكين
רמב"ם/ק. גלויות,HE,רמב"ם/ק. גלויות
רמב"ם/ק. גלויות,EN,Rambam/K. Galuyot
רמב"ם/ק. גלויות,AR,رامبام/كيبوتس جلويوت
רמב"ם/רבי דוד עובדיה,EN,Rambam/Rabbi David Ovadia
רמב"ם/רבי דוד עובדיה,AR,رامبام/رابي دافيد عوفاديا
רמב"ם/רבי דוד עובדיה,HE,רמב"ם/רבי דוד עובדיה
רמב"ם/רבי יצחק בניזרי,HE,רמב"ם/רבי יצחק בניזרי
רמב"ם/רבי יצחק בניזרי,AR,رامبام/رابي يتسحاك بنيزري
רמב"ם/רבי יצחק בניזרי,EN,Rambam/Rabbi Itzhak Benizri
רמב"ם/שבזי,EN,Rambam/Shabazi
רמב"ם/שבזי,HE,רמב"ם/שבזי
רמב"ם/שבזי,AR,رَمْبام/شابازي
רמב"ן/אבן עזרא,EN,Ramban/Ibn Ezra
רמב"ן/אבן עזרא,AR,رَمبان/إبن عزرا
רמב"ן/אבן עזרא,HE,רמב"ן/אבן עזרא
רמב''ם/בר כוכבא,AR,رَمبام/بار كوخبا
רמב''ם/בר כוכבא,HE,רמב''ם/בר כוכבא
רמב''ם/בר כוכבא,EN,Rambam/Bar Kochva
רמבם/הבנים,AR,رَمبام/هَبنيم
רמבם/הבנים,HE,רמבם/הבנים
רמבם/הבנים,EN,Rambam/HaBanim
רמב''ם/המכבים,AR,رَمبام/هَمكبيم
רמב''ם/המכבים,HE,רמב''ם/המכבים
רמב''ם/המכבים,EN,Rambam/HaMaccabim
רמב''ם/הרב הרצוג,HE,רמב''ם/הרב הרצוג
רמב''ם/הרב הרצוג,AR,رَمبام/هَراب هرتسوغ
רמב''ם/הרב הרצוג,EN,Rambam/Rabbi Hertzog
רמבם/הרב קוק,EN,Rambam/Harav Kook
רמבם/הרב קוק,HE,רמבם/הרב קוק
רמבם/הרב קוק,AR,رَمبام/هَراب كوك
רמבם/השחרור,AR,رَمبام/هَشحرور
רמבם/השחרור,HE,רמבם/השחרור
רמבם/השחרור,EN,Rambam/HaShichrur
רמב''ם/ז'בוטינסקי,EN,Rambam/Jabotinski
רמב''ם/ז'בוטינסקי,HE,רמב''ם/ז'בוטינסקי
רמב''ם/ז'בוטינסקי,AR,رَمبام/جابوتينسكي
רמבם/חרמון,AR,رَمبام/حرمون
רמבם/חרמון,EN,Rambam/Hermon
רמבם/חרמון,HE,רמבם/חרמון
רמבם/מוצקין,EN,Rambam/Motskin
רמבם/מוצקין,AR,رَمبام/موتسكين
רמבם/מוצקין,HE,רמבם/מוצקין
רמב''ם/עזרא,AR,رَمبام/عِزرا
רמב''ם/עזרא,HE,רמב''ם/עזרא
רמב''ם/עזרא,EN,Rambam/Ezra
רמב''ם/רבי ישראל אבי חצירא,AR,رَمْبام/رابي يسرائيل أبو حَتسيرا
רמב''ם/רבי ישראל אבי חצירא,EN,Rambam/Rabbi Israel Abu Hatzera
רמב''ם/רבי ישראל אבי חצירא,HE,רמב''ם/רבי ישראל אבי חצירא
רמב''ם/שד. הנשיא וייצמן,HE,רמב''ם/שד. הנשיא וייצמן
רמב''ם/שד. הנשיא וייצמן,EN,Rambam/HaNassi Weitzman BLVD
רמב''ם/שד. הנשיא וייצמן,AR,رَمبام/سديروت هَنسي فايتسمان
רמב''ם/שיבת ציון,AR,رَمبام/شيڤات تسيون
רמב''ם/שיבת ציון,EN,Rambam/Shivat Zion
רמב''ם/שיבת ציון,HE,רמב''ם/שיבת ציון
'רמונים א,AR,رِمونيم أ’
'רמונים א,HE,'רמונים א
'רמונים א,EN,Rimonim A
רמות מאיר/מזכירות,AR,رَموت مئير/سكرتارية
רמות מאיר/מזכירות,EN,Ramot Meir/Office
רמות מאיר/מזכירות,HE,רמות מאיר/מזכירות
רמות נפתלי 1,EN,Ramot Naftali 1
רמות נפתלי 1,AR,رَموت نفتالي 1
רמות נפתלי 1,HE,רמות נפתלי 1
רמות נפתלי 2,HE,רמות נפתלי 2
רמות נפתלי 2,EN,Ramot Naftali 2
רמות נפתלי 2,AR,رَموت نفتالي 2
רמות נפתלי/מרכז,EN,Ramot Naftali/Center
רמות נפתלי/מרכז,AR,رَموت نفتالي/مَركز
רמות נפתלי/מרכז,HE,רמות נפתלי/מרכז
רמות/מסוף,AR,رَموت/محطة
רמות/מסוף,EN,Ramot/Terminal
רמות/מסוף,HE,רמות/מסוף
רמות/מעוז,AR,رَموت/مَعوز
רמות/מעוז,HE,רמות/מעוז
רמות/מעוז,EN,Ramot/Ma'oz
רמות/סולם יעקב,HE,רמות/סולם יעקב
רמות/סולם יעקב,AR,رَموت/سولام يَعكوف
רמות/סולם יעקב,EN,Ramot/Sulam Ya'akov
רמז - מרכז הנוער,EN,Remez Youth Center
רמז - מרכז הנוער,HE,רמז - מרכז הנוער
רמז / הרצל,AR,ريمز/هرتسل
רמז / הרצל,HE,רמז / הרצל
רמז / הרצל,EN,Remez/Herzl
רמז/ארלוזורוב,EN,Remez/Arlozorov
רמז/ארלוזורוב,AR,ريمز/أرْلوزوروف
רמז/ארלוזורוב,HE,רמז/ארלוזורוב
רמז/בית רבין,HE,רמז/בית רבין
רמז/בית רבין,AR,ريمز/بيت رابين
רמז/בית רבין,EN,Remez/Rabin House
רמז/האם,HE,רמז/האם
רמז/האם,AR,ريمز/هام
רמז/האם,EN,Remez/Ha'em
רמז/הגליל,AR,ريمز/الجليل
רמז/הגליל,EN,Remez/Hagalil
רמז/הגליל,HE,רמז/הגליל
רמז/הציונות,HE,רמז/הציונות
רמז/הציונות,AR,ريمز/هَتسيونوت
רמז/הציונות,EN,Remez/HaTzionut
רמז/הר ציון,HE,רמז/הר ציון
רמז/הר ציון,EN,Remez/Har Tsion
רמז/הר ציון,AR,ريمز/هار تسيون
רמז/הרא''ה,AR,ريمز/هروئي
רמז/הרא''ה,EN,Remez/HaRoeh
רמז/הרא''ה,HE,רמז/הרא''ה
רמז/חנה סנש,HE,רמז/חנה סנש
רמז/חנה סנש,EN,Remez/Hannah Szenes
רמז/חנה סנש,AR,ريمز/حَنا سَنيش
רמז/יעקב בר סימנטוב,EN,Remez/Yaacov Bar Simantov
רמז/יעקב בר סימנטוב,AR,ريمز/يعكوڤ بار سيمنتوڤ
רמז/יעקב בר סימנטוב,HE,רמז/יעקב בר סימנטוב
רמז/יצחק שדה,EN,Remez/Itshak Sade
רמז/יצחק שדה,HE,רמז/יצחק שדה
רמז/יצחק שדה,AR,ريمز/يتسحاك سَديه
רמז/סירקין,AR,ريمز/سيركين
רמז/סירקין,EN,Remez/Sirkin
רמז/סירקין,HE,רמז/סירקין
רמז/עולי הגרדום,EN,Remez/Ole HaGardom
רמז/עולי הגרדום,AR,ريمز/عولي هَجردوم
רמז/עולי הגרדום,HE,רמז/עולי הגרדום
רמז/קופת-חולים,EN,Remez/HMO
רמז/קופת-חולים,AR,ريمز/كوبات حوليم
רמז/קופת-חולים,HE,רמז/קופת-חולים
רמז/קפלן,HE,רמז/קפלן
רמז/קפלן,AR,ريمز/كابلان
רמז/קפלן,EN,Remez/Kaplan
רמז/קקל,HE,רמז/קקל
רמז/קקל,EN,Remez/KKL
רמז/קקל,AR,ريمز/ككال
רמח"ל/בית ספר ניצנים,HE,רמח"ל/בית ספר ניצנים
רמח"ל/בית ספר ניצנים,EN,Ramhal/Nitzanim School
רמח"ל/בית ספר ניצנים,AR,رَمحال/مدرسة نيتسنيم
רמח"ל/רשב"ם,HE,רמח"ל/רשב"ם
רמח"ל/רשב"ם,EN,Ramhal/Rashba'm
רמח"ל/רשב"ם,AR,رَمحال/رشبم
רמח"ל/שביל הלילך,AR,رَمحال/شفيل هليلاخ
רמח"ל/שביל הלילך,HE,רמח"ל/שביל הלילך
רמח"ל/שביל הלילך,EN,Ramhal/HaLilach Lane
רמח''ל/שביל הגיא,EN,Ramhal/Shvil HaGuy
רמח''ל/שביל הגיא,HE,רמח''ל/שביל הגיא
רמח''ל/שביל הגיא,AR,رَمحال/شفيل هَجاي
רמח''ל/שביל הרותם,HE,רמח''ל/שביל הרותם
רמח''ל/שביל הרותם,AR,رَمحال/شفيل هَروتم
רמח''ל/שביל הרותם,EN,Ramhal/Shvil HaRotem
רמי לוי,HE,רמי לוי
רמי לוי,AR,رامي ليفي
רמי לוי,EN,Rami Levi
רמים/מצפה נוף,HE,רמים/מצפה נוף
רמים/מצפה נוף,AR,رَميم/مِتسبي نوف
רמים/מצפה נוף,EN,Ramim/Mitspe Nof
רמים/משגב,EN,Ramim/Misgav
רמים/משגב,HE,רמים/משגב
רמים/משגב,AR,رَميم/مسجاف
רמים/שגיא,AR,رَميم/ساجي
רמים/שגיא,HE,רמים/שגיא
רמים/שגיא,EN,Ramim/Sagi
רמלה,EN,Ramla
רמלה,AR,رملة
רמלה,HE,רמלה
רמת אלקנה/האלה,HE,רמת אלקנה/האלה
רמת אלקנה/האלה,EN,Ramat Elkana/HaEla
רמת אלקנה/האלה,AR,رَمات إلكنا/هَئيلا
רמת אלקנה/יציאה,EN,Ramat Elkana/Exit
רמת אלקנה/יציאה,AR,رَمات إلكنا/خَروج
רמת אלקנה/יציאה,HE,רמת אלקנה/יציאה
רמת אפעל/דרך שיבא,AR,رَمات إفعال/ديريخ شيبا
רמת אפעל/דרך שיבא,EN,Ramat Efal/Derech Shiba
רמת אפעל/דרך שיבא,HE,רמת אפעל/דרך שיבא
רמת דוד,EN,Ramat David
רמת דוד,HE,רמת דוד
רמת דוד,AR,رَمات دافيد
רמת הגולן/אדום,EN,Ramat Hagolan/Edom
רמת הגולן/אדום,AR,رَمات هَجولان/أدوم
רמת הגולן/אדום,HE,רמת הגולן/אדום
רמת הגולן/הגלבוע,AR,رَمات هَجولان/هَجِلبوع
רמת הגולן/הגלבוע,EN,Ramat Hagolan/Hagilboa
רמת הגולן/הגלבוע,HE,רמת הגולן/הגלבוע
רמת הגולן/מפרץ שלמה,HE,רמת הגולן/מפרץ שלמה
רמת הגולן/מפרץ שלמה,EN,Ramat Hagolan/Mifrats Shlomo
רמת הגולן/מפרץ שלמה,AR,رَمات هَجولان/مِفراتس شلومو
רמת הגולן/שדרות ירושלים,HE,רמת הגולן/שדרות ירושלים
רמת הגולן/שדרות ירושלים,AR,رَمات هَجولان/سديروت يروشلايم
רמת הגולן/שדרות ירושלים,EN,Ramat Hagolan/Jerusalem BLVD
רמת הגולן/ששת הימים,AR,رَمات هَجولان/ شِيشت هَيَميم
רמת הגולן/ששת הימים,EN,Ramat Hagolan/Sheshet Hayamim
רמת הגולן/ששת הימים,HE,רמת הגולן/ששת הימים
רמת הנגב,AR,رَمات هنيجف
רמת הנגב,HE,רמת הנגב
רמת הנגב,EN,Ramat HaNegev
רמת השופט,EN,Ramat Hashofet
רמת השופט,HE,רמת השופט
רמת השופט,AR,رَمات هَشوفيت
רמת יוחנן,HE,רמת יוחנן
רמת יוחנן,EN,Ramat Yohanan
רמת יוחנן,AR,رَمات يوحنان
רמת יזרעאל/דרך העמק,EN,Ramat Yizre'el/Derech Ha'emek
רמת יזרעאל/דרך העמק,HE,רמת יזרעאל/דרך העמק
רמת יזרעאל/דרך העמק,AR,رَمات يزرَعيل/ديريخ هعيمق
רמת יזרעאל/הזית,EN,Ramat Yizre'el/Hazayit
רמת יזרעאל/הזית,AR,رَمات يزرَعيل/هَزايت
רמת יזרעאל/הזית,HE,רמת יזרעאל/הזית
רמת יזרעאל/החורש,HE,רמת יזרעאל/החורש
רמת יזרעאל/החורש,EN,Ramat Yizre'el/Hahoresh
רמת יזרעאל/החורש,AR,رَمات يزرَعيل/ هَحورِش
רמת יזרעאל/יפה נוף,HE,רמת יזרעאל/יפה נוף
רמת יזרעאל/יפה נוף,EN,Ramat Yizre'el/Yeffe Nof
רמת יזרעאל/יפה נוף,AR,رَمات يزرَعيل/يفي نوف
רמת ים/הגבורה,EN,Ramat Yam/Hagvura
רמת ים/הגבורה,HE,רמת ים/הגבורה
רמת ים/הגבורה,AR,رَمات يام/هَجْفورا
רמת ים/מדינת היהודים,AR,رَمات يام/مدينات هَيهوديم
רמת ים/מדינת היהודים,HE,רמת ים/מדינת היהודים
רמת ים/מדינת היהודים,EN,Ramat Yam/Medinat HaYehudim
רמת ישי,HE,רמת ישי
רמת ישי,EN,Ramat Ishay
רמת ישי,AR,رمات يشاي
רמת ישראל/דרך משה דיין,EN,Ramat Israel/Derech Moshe Dayan
רמת ישראל/דרך משה דיין,AR,رَمات يسرائيل/ديريخ موشيه دايان
רמת ישראל/דרך משה דיין,HE,רמת ישראל/דרך משה דיין
רמת מגשימים מרכז,HE,רמת מגשימים מרכז
רמת מגשימים מרכז,AR,رَمات مجشيميم مركز
רמת מגשימים מרכז,EN,Ramat Magshimim Center
רמת נגב לצפון,HE,רמת נגב לצפון
רמת נגב לצפון,AR,رَمات نيجف الى الشمال
רמת נגב לצפון,EN,Ramat Negev to the North
רמת נגב/כביש 204,AR,رَمات نيچيف/طريق 204
רמת נגב/כביש 204,HE,רמת נגב/כביש 204
רמת נגב/כביש 204,EN,Ramat Negev/204
רמת פולג,HE,רמת פולג
רמת פולג,EN,Ramat Poleg
רמת פולג,AR,رَمات بوليج
רמת פנקס/כביש 461,HE,רמת פנקס/כביש 461
רמת פנקס/כביש 461,EN,Ramat Pinkas/461
רמת פנקס/כביש 461,AR,رَمات بنكاس/طريق 461
רמת צבי,HE,רמת צבי
רמת צבי,AR,رمات تسفي
רמת צבי,EN,Ramat Zvi
רמת רזיאל א,EN,Ramat Raziel A
רמת רזיאל א,HE,רמת רזיאל א
רמת רזיאל א,AR,رَمات رزيئيل أ
רמת רזיאל ב,AR,رَمات رزيئيل ب
רמת רזיאל ב,EN,Ramat Raziel B
רמת רזיאל ב,HE,רמת רזיאל ב
רמת רזיאל ג,AR,رَمات رزيئيل ج
רמת רזיאל ג,HE,רמת רזיאל ג
רמת רזיאל ג,EN,Ramat Raziel G
רמת רזיאל ד,HE,רמת רזיאל ד
רמת רזיאל ד,AR,رَمات رزيئيل د
רמת רזיאל ד,EN,Ramat Raziel D
רנה קאסן/שדרות יצחק רבין,AR,رينيه كاسين/سديروت يتسحاك رابين
רנה קאסן/שדרות יצחק רבין,EN,Rene Cassin/Sderot Yitzhak Rabin
רנה קאסן/שדרות יצחק רבין,HE,רנה קאסן/שדרות יצחק רבין
רנה קסין/שרגאי,EN,René Cassin/Shragay
רנה קסין/שרגאי,HE,רנה קסין/שרגאי
רנה קסין/שרגאי,AR,رِينيه كاسين/شْراجاي
רנן מרכז,AR,رنين مركز
רנן מרכז,HE,רנן מרכז
רנן מרכז,EN,Renen Center
רננים/התעשיה,AR,رننيم/هَتعسياه
רננים/התעשיה,HE,רננים/התעשיה
רננים/התעשיה,EN,Renanim/HaTa'asiyah
רעים,HE,רעים
רעים,AR,ريعيم
רעים,EN,Reim
רענן,EN,Ra'anan
רענן,AR,رَعنان
רענן,HE,רענן
רענן/אל מוהדי,HE,רענן/אל מוהדי
רענן/אל מוהדי,EN,Ra'anan/Al Mohadi
רענן/אל מוהדי,AR,رَعنان/المهدي
רענן/ג'לאל אדין,HE,רענן/ג'לאל אדין
רענן/ג'לאל אדין,EN,Ra'anan/Gelal Adin
רענן/ג'לאל אדין,AR,رَعنان/ جلال الدين
רענן/הנשר,AR,رَعنان/هَنيشر
רענן/הנשר,EN,Ra'anan/HaNesher
רענן/הנשר,HE,רענן/הנשר
רענן/הערבה,AR,رَعنان/هَعرَڨا
רענן/הערבה,EN,Ra'anan/Ha'arava
רענן/הערבה,HE,רענן/הערבה
רענן/עודה נדה,AR,رَعنان/عودا ندا
רענן/עודה נדה,EN,Ra'anan/Ovadia MiBartanura
רענן/עודה נדה,HE,רענן/עודה נדה
רענן/עמיקם,EN,Ra'anan/Amikam
רענן/עמיקם,HE,רענן/עמיקם
רענן/עמיקם,AR,رَعنان/عَميكام
רענן/קדימה,HE,רענן/קדימה
רענן/קדימה,AR,رَعنان/كديما
רענן/קדימה,EN,Ra'anan/Kadima
רענן-אולפנא נווה אברהם,HE,רענן-אולפנא נווה אברהם
רענן-אולפנא נווה אברהם,AR,رعنان - أولبنا نفي أفراهام
רענן-אולפנא נווה אברהם,EN,Raanan-Ulpana Neve Avraham
רפא"ל,EN,Rafael
רפא"ל,AR,رفائيل
רפא"ל,HE,רפא"ל
רפאל דרום,EN,Refael South
רפאל דרום,HE,רפאל דרום
רפאל דרום,AR,رافائيل جنوب
רפאל סויסה/גולדה מאיר,AR,رَفائيل سويسا/جولدا مئير
רפאל סויסה/גולדה מאיר,HE,רפאל סויסה/גולדה מאיר
רפאל סויסה/גולדה מאיר,EN,Rafael Suissa/Golda Meir
רפאל סויסה/מילכה וולפסון,HE,רפאל סויסה/מילכה וולפסון
רפאל סויסה/מילכה וולפסון,AR,رَفائيل سويسا/ميلْكا فولْفسون
רפאל סויסה/מילכה וולפסון,EN,Rafael Suissa/Milka Wolfson
רפאל סויסה/רחל המשוררת,HE,רפאל סויסה/רחל המשוררת
רפאל סויסה/רחל המשוררת,EN,Rafael Suissa/Rachel HaMeshoreret
רפאל סויסה/רחל המשוררת,AR,رَفائيل سويسا/راحيل هَمشوريرت
רפאל/כביש 784,HE,רפאל/כביש 784
רפאל/כביש 784,AR,رفائيل/ طريق 784
רפאל/כביש 784,EN,Rafael/Road 784
רפפורט/אנגל,HE,רפפורט/אנגל
רפפורט/אנגל,AR,رابابورت/إنجٍل
רפפורט/אנגל,EN,Rappaport/Engel
רקאנטי/בן זאב,EN,Recanati/Ben Ze'ev
רקאנטי/בן זאב,HE,רקאנטי/בן זאב
רקאנטי/בן זאב,AR,رِكانتي/بن زئيف
רקאנטי/המשורר אצ"ג,AR,ركناتي/هَمِشوريرأتساج -
רקאנטי/המשורר אצ"ג,EN,Recanati/Hameshorer Atsag
רקאנטי/המשורר אצ"ג,HE,רקאנטי/המשורר אצ"ג
רקאנטי/זרחי,EN,Reccanati/Zarhi
רקאנטי/זרחי,AR,ركناتي/زرحي
רקאנטי/זרחי,HE,רקאנטי/זרחי
רקנאטי/זרחי,EN,Reccanati/Zarhi
רקנאטי/זרחי,HE,רקנאטי/זרחי
רקנאטי/זרחי,AR,ركناتي/زرحي
רקנאטי/שד' קק"ל,AR,ركناتي/سديروت كَكَال
רקנאטי/שד' קק"ל,HE,רקנאטי/שד' קק"ל
רקנאטי/שד' קק"ל,EN,Recanati/Sderot KKL
רקנטי/הרואה,EN,Reccanati/Haro'eh
רקנטי/הרואה,AR,ركناتي/هَروئي
רקנטי/הרואה,HE,רקנטי/הרואה
רקפות/דבורנית,AR,ركفوت / دفورنيت
רקפות/דבורנית,HE,רקפות/דבורנית
רקפות/דבורנית,EN,Rakafot/Dvoranit
רקפות/כלניות,AR,ركفوت/كَلَنِيوت
רקפות/כלניות,EN,Rakafot/Kalanyot
רקפות/כלניות,HE,רקפות/כלניות
רקפות/נרקיסים,AR,ركفوت / نركيسيم
רקפות/נרקיסים,EN,Rakafot/Narkisim
רקפות/נרקיסים,HE,רקפות/נרקיסים
רקפות/סמטת רקפת,HE,רקפות/סמטת רקפת
רקפות/סמטת רקפת,EN,Rakefet/Simtat Rakefet
רקפות/סמטת רקפת,AR,ركفوت / سمطات ركيفت
רקפות/סמטת תורמוס,EN,Rakafot/Turmous Lane
רקפות/סמטת תורמוס,AR,ركفوت/سمطات ترمس
רקפות/סמטת תורמוס,HE,רקפות/סמטת תורמוס
רקפת,AR,ركيفت
רקפת,EN,Rakefet
רקפת,HE,רקפת
רקפת מרכז,AR,ركيفت مركز
רקפת מרכז,HE,רקפת מרכז
רקפת מרכז,EN,Rakefet Center
רקפת/האירוס,AR,ركيفت/هَئيروس
רקפת/האירוס,HE,רקפת/האירוס
רקפת/האירוס,EN,Rakefet/HaIrus
רקפת/משעול הברוש,AR,ركيفت/مِشعول هَبروش
רקפת/משעול הברוש,HE,רקפת/משעול הברוש
רקפת/משעול הברוש,EN,Rakefet/Mish'ol Habrosh
רקפת/עדעד,AR,ركيفت/عَدْعَاد
רקפת/עדעד,HE,רקפת/עדעד
רקפת/עדעד,EN,Rakefet/Ad'ad
רקפת/שד. אלנטאון,HE,רקפת/שד. אלנטאון
רקפת/שד. אלנטאון,AR,ركيفت/سديروت ألَنتاون
רקפת/שד. אלנטאון,EN,Rakefet/Sderot Allentown
רקפת/שד. הורדים,HE,רקפת/שד. הורדים
רקפת/שד. הורדים,AR,ركيفت/سديروت هَڤرديم
רקפת/שד. הורדים,EN,Rakefet/HaVradim BLVD
רקפת/שדרות הדקלים,AR,ركيفت/سديروت هَدكاليم
רקפת/שדרות הדקלים,HE,רקפת/שדרות הדקלים
רקפת/שדרות הדקלים,EN,Rakefet/HaDkalim BLVD
רש"י / בן זאב,EN,Rashi/Ben Ze'ev
רש"י / בן זאב,AR,راشي/بن زئيف
רש"י / בן זאב,HE,רש"י / בן זאב
רש"י / גרשום,AR,راشي/جرشوم
רש"י / גרשום,HE,רש"י / גרשום
רש"י / גרשום,EN,Rashi/Gershom
רש"י /שבטי ישראל,HE,רש"י /שבטי ישראל
רש"י /שבטי ישראל,EN,Rashi/Shivtei Israel
רש"י /שבטי ישראל,AR,راشي/شِفطي يسرائيل
רש"י/בן גוריון,AR,راشي/بن غوريون
רש"י/בן גוריון,HE,רש"י/בן גוריון
רש"י/בן גוריון,EN,Rashi/Ben Gurion
רש"י/גשר החיים,EN,Rashi/Hachaim Bridge
רש"י/גשר החיים,HE,רש"י/גשר החיים
רש"י/גשר החיים,AR,راشي/جيشر هحييم
רש"י/המשוררת רחל,EN,Rashi/Hameshoreret Rahel
רש"י/המשוררת רחל,HE,רש"י/המשוררת רחל
רש"י/המשוררת רחל,AR,راشي/هَمِشوررِت رَحيل
רש"י/חזון איש,AR,راشي/حَزون إيش
רש"י/חזון איש,EN,Rashi/Hazon Ish
רש"י/חזון איש,HE,רש"י/חזון איש
רש"י/יהודה הלוי,HE,רש"י/יהודה הלוי
רש"י/יהודה הלוי,EN,Rashi/Yehuda Halevy
רש"י/יהודה הלוי,AR,راشي/يهودا هَليڨي
רש"י/סאן דייגו,AR,راشي/سان دييغو
רש"י/סאן דייגו,HE,רש"י/סאן דייגו
רש"י/סאן דייגו,EN,Rashi/San Diego
רש"י/שבעת המינים,AR,راشي/شفعات همينيم
רש"י/שבעת המינים,EN,Rashi/Shivat Haminim
רש"י/שבעת המינים,HE,רש"י/שבעת המינים
רש"י/שילה,HE,רש"י/שילה
רש"י/שילה,AR,راشي/شيلو
רש"י/שילה,EN,Rashi/Shila
רשב"י / טרפון,AR,رشبي/تارفون
רשב"י / טרפון,HE,רשב"י / טרפון
רשב"י / טרפון,EN,Rashbi/Tarfon
רשב"י / יהודה הנשיא,HE,רשב"י / יהודה הנשיא
רשב"י / יהודה הנשיא,EN,Rashbi/Yehuda Hanassi
רשב"י / יהודה הנשיא,AR,رشبي/يهودا هَنَسي
רשב"י א,HE,רשב"י א
רשב"י א,AR,رشبي أ
רשב"י א,EN,Rashbi A
רשב"י ב,AR,رشبي ب
רשב"י ב,EN,Rashbi B
רשב"י ב,HE,רשב"י ב
רשב"י ג,HE,רשב"י ג
רשב"י ג,EN,Rashbi G
רשב"י ג,AR,رشبي ج
רשב"י ד,AR,رشبي د
רשב"י ד,HE,רשב"י ד
רשב"י ד,EN,Rashbi D
רשב"י ו,EN,Rashbi V
רשב"י ו,HE,רשב"י ו
רשב"י ו,AR,رشبي و
רשב"י/בן זכאי,EN,Rashbi/Ben Zakai
רשב"י/בן זכאי,AR,رشبي/بن زَكاي
רשב"י/בן זכאי,HE,רשב"י/בן זכאי
רשב"י/רבי יוחנן בן זכאי,EN,Rashbi/Rabbi Yohanan Ben Zakai
רשב"י/רבי יוחנן בן זכאי,HE,רשב"י/רבי יוחנן בן זכאי
רשב"י/רבי יוחנן בן זכאי,AR,رشبي/رابي يوحَنان بن زَكاي
רשב"י/רבי מאיר בעל הנס,AR,رشبي/رابي مئير باعَل هَنيس
רשב"י/רבי מאיר בעל הנס,EN,Rashbi/Rabbi Meir Ba'al HaNess
רשב"י/רבי מאיר בעל הנס,HE,רשב"י/רבי מאיר בעל הנס
רשב"י/רבן יוחנן בן זכאי,HE,רשב"י/רבן יוחנן בן זכאי
רשב"י/רבן יוחנן בן זכאי,EN,Rashbi/Raban Yohanan Ben Zakai
רשב"י/רבן יוחנן בן זכאי,AR,رشبي/رابان يوحنان بن زكاي
רשב"י/שדרות הרב לוין,AR,رشبي/سديروت هَراب ليفين
רשב"י/שדרות הרב לוין,EN,Rashbi/Rabbi Levin BLVD
רשב"י/שדרות הרב לוין,HE,רשב"י/שדרות הרב לוין
רשב''י/דב גור,EN,Rashbi/Dov Gur
רשב''י/דב גור,HE,רשב''י/דב גור
רשב''י/דב גור,AR,رشبي/دوڤ چور
רשב''י/רבי חייא,HE,רשב''י/רבי חייא
רשב''י/רבי חייא,AR,رَشبي/رابي حييا
רשב''י/רבי חייא,EN,Rashi/Rabbi Hiyya
רשב''י/רבי טרפון,EN,Rashi/Rabbi Tarfon
רשב''י/רבי טרפון,AR,رَشبي/رابي تارفون
רשב''י/רבי טרפון,HE,רשב''י/רבי טרפון
רשב''י/רבי יהודה הנשיא,AR,راشبي/ رابي يهودا هَنسي
רשב''י/רבי יהודה הנשיא,EN,Rashbi/Rabbi Yehuda HaNassi
רשב''י/רבי יהודה הנשיא,HE,רשב''י/רבי יהודה הנשיא
רשב''י/רבי מאיר בעל הנס,EN,Rashbi/Meir Ba'al HaNess
רשב''י/רבי מאיר בעל הנס,HE,רשב''י/רבי מאיר בעל הנס
רשב''י/רבי מאיר בעל הנס,AR,راشبي/رابي مئير باعَل هَنيس
רשב''י/רבי פנחס בן יאיר,EN,Rashbi/Rabbi Pinhas Ben Yair
רשב''י/רבי פנחס בן יאיר,HE,רשב''י/רבי פנחס בן יאיר
רשב''י/רבי פנחס בן יאיר,AR,راشبي/رابي ينحاس بن يئير
רשות שדות התעופה/העליה,EN,Airports Authority/Ha'aliya
רשות שדות התעופה/העליה,HE,רשות שדות התעופה/העליה
רשות שדות התעופה/העליה,AR,سلطة المطارات/هَعلِياه
רשי / פתח תקוה,EN,Rashi/Petah Tikva
רשי / פתח תקוה,HE,רשי / פתח תקוה
רשי / פתח תקוה,AR,راشي/بِيتح تِكْفا
רש'י/ חזון איש,HE,רש'י/ חזון איש
רש'י/ חזון איש,EN,Rashi/Hazon Ish
רש'י/ חזון איש,AR,راشي/حَزون إيش
רש''י/בן אליעזר,HE,רש''י/בן אליעזר
רש''י/בן אליעזר,AR,راشي/ بن إليعيزر
רש''י/בן אליעזר,EN,Rashi/Ben Eliezer
רש''י/דוד רזיאל,AR,راشي/دافيد رزيئيل
רש''י/דוד רזיאל,HE,רש''י/דוד רזיאל
רש''י/דוד רזיאל,EN,Rashi/David Raziel
רש''י/הגליל,AR,راشي/الجليل
רש''י/הגליל,EN,Rashi/Hagalil
רש''י/הגליל,HE,רש''י/הגליל
רש''י/החלוץ,AR,راشي/هحلوتس
רש''י/החלוץ,EN,Rashi/HaHalutz
